ID_utterance	y	t
0002	1.2870547918551278	13.566506493506498
0003	1.3949235124691384	24.552131493506497
0004	0.8045223480116123	35.8821314935065
0005	1.1640680599988242	38.397881493506496
0006	1.2918555565879797	41.3533814935065
0007	1.556825481327836	48.0708814935065
0008	1.0842972595229088	59.182131493506496
0009	0.8984531626359011	68.74988149350649
0010	0.7942355187612189	74.4160064935065
0011	1.0101601129545204	77.6215064935065
0012	0.815140566363776	80.3881314935065
0013	1.0702980951807988	86.9267564935065
0014	1.0623819177359728	90.9565064935065
0016	2.2250439717910404	110.6055064935065
0018	0.9212307810135334	120.0556314935065
0020	0.7872166050392896	123.2726314935065
0022	2.057954092672764	129.6770064935065
0024	0.8451619270821937	139.3711314935065
0026	0.5848621800450756	142.9782564935065
0028	0.9379036937413315	147.3050064935065
0030	0.8668025366292009	151.0556314935065
0032	0.8871190103797291	157.6225064935065
0034	0.7988361483542543	166.6142564935065
0036	1.4379050670377356	170.7507564935065
0038	0.5451405343318578	174.7258814935065
0039	0.6156146596297246	175.4762564935065
0041	0.6162450287304582	187.3728814935065
0043	0.7690987839924658	195.7095064935065
0045	0.8483170199890055	202.9330064935065
0047	1.5123680080092556	205.9168814935065
0048	1.1805264069949342	208.0875064935065
0050	0.6459160856693429	214.8155064935065
0052	0.4967049051017028	219.8473814935065
0053	0.6815277614207543	220.9058814935065
0055	0.7802891416007052	223.5870064935065
0057	0.7021199146785222	228.3996314935065
0059	0.7734445707815818	236.7702564935065
0060	0.785566597267413	237.6116314935065
0061	0.9836711216027327	240.9508814935065
0062	1.1353504518220126	246.0613814935065
0063	1.18261089547368	252.8427564935065
0064	0.8814634865112322	258.30713149350646
0065	1.2439444697706528	265.35900649350646
0066	1.2262558015189422	273.99938149350646
0068	2.5941835820687755	296.0678814935065
0070	0.7303644784953146	301.18238149350645
0071	0.8761570288434164	302.4883814935065
0073	0.7303644784953146	313.7660064935065
0074	0.8702970942412366	314.80913149350647
0076	0.9029701462647239	319.18213149350646
0078	1.0468099844805643	324.51863149350646
0080	0.9168379978935715	327.44138149350647
0082	0.7697356886643103	341.43350649350646
0083	0.7553218797152328	343.1972564935065
0084	0.6976707162160285	344.9637564935065
0085	1.0727228277899488	345.8656314935065
0087	2.0085023158621476	349.8670064935065
0088	0.8511433368963595	351.11488149350646
0090	0.7780181284160294	358.82663149350645
0091	0.8168251662908501	360.7248814935065
0092	1.0661800623261901	362.89225649350647
0094	1.289549782343312	383.5162564935065
0096	0.9017452979474606	387.0857564935065
0098	0.5767509213684057	392.95000649350646
0100	1.5848020118719908	396.7685064935065
0102	1.0017592911063222	399.68300649350647
0104	0.8882669406456772	403.01100649350644
0106	0.7677996640717815	415.99938149350646
0108	0.85614358356647	426.11688149350647
0110	0.854754678739093	453.37038149350644
0112	0.8955886641082375	460.15275649350644
0114	1.0347781107431748	469.43825649350646
0116	0.7152953117857882	473.92675649350645
0118	0.6102537576178131	477.36213149350647
0120	0.8764406366495143	482.1813814935065
0121	0.6628329374804154	487.25688149350646
0123	1.479983037701665	492.26750649350646
