ID_utterance	y	t
0002	0.6648073298156049	4.565844444444442
0004	0.8501777070151796	25.46396944444444
0005	0.7918364635760283	29.313344444444443
0007	1.2197499826806897	36.478094444444444
0008	0.8643515250611084	48.832344444444445
0009	1.277546091777434	56.299594444444445
0010	0.896093692450057	67.08259444444444
0012	0.8333451286580696	74.07846944444444
0014	0.9217718591148054	80.25721944444444
0015	0.8199655141700636	82.35859444444444
0017	0.8065077193832414	84.73521944444444
0018	1.9419411967322244	86.42934444444444
0019	0.7994579305865559	90.58809444444444
0020	0.9149591896311966	95.21296944444444
0022	0.955727487794595	99.76959444444444
0023	1.0638913052187706	101.31796944444444
0024	1.1806831858727238	106.13709444444444
0026	1.4970504612449513	124.11021944444444
0027	0.906088007534222	133.94234444444444
0028	1.2277894831205836	140.19134444444444
0029	1.2092320776366745	146.02859444444445
0030	1.1795417922868878	152.34034444444444
0033	0.6886701704205371	166.85334444444445
0035	2.515026283883585	172.34471944444445
0037	0.9541185211211556	178.58359444444443
0039	1.147311971860763	182.85784444444445
0040	0.8600805983929761	190.05946944444443
0041	1.4283422166345123	193.87009444444445
0043	1.0338252366493412	201.38484444444444
0044	1.4751558656661112	207.41084444444445
0045	1.3190867944819358	218.09059444444443
0046	1.1873278696130853	229.65909444444443
0047	0.8983940678630479	238.15484444444445
0048	1.3444772365140545	240.57021944444443
0049	1.4634222858189478	244.45709444444444
0050	1.3872652789244024	253.60771944444443
0051	0.989082216424293	262.76759444444446
0052	1.2395608410012788	271.22821944444445
0054	1.077530890179501	280.80946944444446
0055	0.8417835182329243	282.73021944444446
0058	0.6109556324739827	289.09896944444444
0059	0.6222291248997601	290.63334444444445
0060	0.641235200081783	292.1089694444444
0061	1.0387884601990982	293.55209444444444
0062	1.0628864455832026	298.50184444444443
