ID_utterance	y	t
0002	1.5341081292189722	5.879691406250001
0004	1.087558356259456	25.02531640625
0006	1.4313830354117723	32.52581640625
0008	1.1377183892909966	39.01306640625
0009	1.1499922571948429	45.32631640625
0011	1.0439892550485672	55.37081640625
0013	1.2016215390732805	62.116191406249996
0015	1.2405221667743425	74.80969140625001
0017	0.8084582431232282	78.45219140625001
0019	1.165295526052075	81.55306640625001
0021	1.318760799135513	86.62806640625
0022	1.1619963654041376	98.07856640625
0023	0.9014607368612392	110.22131640625001
0024	1.8263526850502063	117.98619140625
0025	1.5096539248124907	131.74669140625
0027	1.8216035098135555	144.36331640625
0028	1.331497168301904	146.15319140625002
0029	1.1551705907745233	158.08781640625
0030	1.7539152543797678	167.65419140625
0032	1.3454843807796308	185.23169140625
0034	1.2031565316542272	192.68244140625
0036	1.7935186962865122	197.83181640625
0037	1.369237907280459	200.21031640625
0038	1.1341697756459808	210.89956640625002
0039	1.413709819882986	221.17619140625
0041	1.684665788221017	224.82306640625
0043	1.400001380232435	233.36544140625
0044	1.400841915442122	234.71856640625
0045	0.8513042220030966	237.19669140625
0047	1.5473966483992638	239.77594140625
0048	1.105233941351381	244.43281640625
0049	1.0828336627079258	249.17419140625
