ID_utterance	y	t
0002	1.3600958733839672	3.9286859756097545
0004	1.4916492162323427	6.998310975609755
0005	1.163611169194911	9.749060975609755
0007	1.0740713631950178	16.668810975609755
0009	0.8404296110529653	20.478435975609752
0011	1.5446150350633816	26.075310975609753
0013	1.5744463322560363	30.63306097560975
0015	0.8821737092230231	36.11031097560975
0017	0.34438734697526807	46.516935975609755
0019	0.5756138220203965	51.50718597560975
0021	0.5666030680827187	61.99431097560975
0023	0.7118200679085359	68.34693597560975
0025	0.7192378321432409	71.62393597560975
0026	1.3858511407446465	73.14006097560976
0028	0.9614908853182321	80.71868597560976
0029	0.6395941777461801	91.66843597560975
0031	0.9373986596028504	93.80593597560976
0033	0.5810609106851675	103.58493597560975
0035	0.8492990461993427	118.27406097560976
0040	1.032761325714042	137.46906097560975
0042	0.7266555963779783	149.23706097560975
0044	1.1129683345833958	158.81281097560975
0046	0.8916666010671047	164.49156097560976
0047	0.6021263756763505	168.78768597560975
0049	0.8190547198547525	171.13293597560974
0051	0.8463570175757047	177.11756097560976
0053	0.5195287950547259	184.42468597560975
0055	0.7367916647306773	189.82743597560975
0057	0.7721530918665765	197.03381097560975
0059	1.621589074389748	208.95593597560975
0061	0.45077182657138065	211.95606097560974
0064	0.6531902547945478	238.24131097560976
0065	0.911950452518641	240.00043597560975
0067	0.777579895875978	247.50881097560975
0069	0.6152948060000393	256.18256097560976
0071	0.6937346331907761	259.9654359756098
0073	1.1078994577679186	273.1626859756098
0075	1.2858996669106642	277.2338109756098
0078	1.2553402682287627	284.1516859756098
0081	0.9941738196416823	295.6396859756098
0082	0.6438381261109358	298.6484359756098
